,abv,ibu,id,name,style,brewery_id,ounces
1836,0.06,53.0,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16.0
1837,0.07,68.0,1765,Golden Ratio IPA,American IPA,183,16.0
1838,0.068,,2368,Black Hop IPA,American Black Ale,130,12.0
1839,0.05,,738,Archer's Ale (2004),English Pale Ale,511,12.0
1840,0.069,65.0,1539,Monkey Fist IPA,American IPA,385,12.0
1841,0.051,,975,Shipyard Summer Ale,American Pale Wheat Ale,385,12.0
1842,0.047,,814,Pumpkinhead Ale,Pumpkin Ale,385,12.0
1843,0.051,,727,Shipyard Export,American Blonde Ale,385,12.0
1844,0.052000000000000005,,2474,Nooner,German Pilsener,83,12.0
1845,0.07200000000000001,65.0,2239,Torpedo,American IPA,83,12.0
1846,0.06,,1919,Yonder Bock,Maibock / Helles Bock,83,12.0
1847,0.06,,1918,CANfusion Rye Bock,Rye Beer,83,12.0
1848,0.055999999999999994,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16.0
1849,0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12.0
1850,0.05,28.0,1295,Summerfest,Czech Pilsener,83,12.0
1851,0.07200000000000001,65.0,426,Torpedo,American IPA,83,16.0
1852,0.055999999999999994,37.0,400,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12.0
1853,0.069,,2353,Sietsema Red Label,Cider,137,16.0
1854,0.042,,212,Bear Ass Brown,American Brown Ale,551,12.0
1855,0.06,,161,Red Mountain Ale,American Amber / Red Ale,551,12.0
1856,0.068,,160,Ice Pick Ale,American IPA,551,12.0
1857,0.1,52.0,2574,4Beans,Baltic Porter,46,12.0
1858,0.042,16.0,2479,Jammer,Gose,46,12.0
1859,0.08,,2443,Abigale,Belgian Pale Ale,46,12.0
1860,0.032,7.0,2266,Rad,Fruit / Vegetable Beer,46,16.0
1861,0.065,62.0,2090,Bengali,American IPA,46,24.0
1862,0.047,50.0,1962,Sensi Harvest,American Pale Ale (APA),46,12.0
1863,0.099,111.0,1696,Hi-Res,American Double / Imperial IPA,46,12.0
1864,0.07,70.0,1608,Global Warmer,American Strong Ale,46,12.0
1865,0.067,74.0,1591,Autumnation (2013),American IPA,46,16.0
1866,0.054000000000000006,42.0,1388,The Crisp,German Pilsener,46,16.0
1867,0.052000000000000005,34.0,1387,Sweet Action,Cream Ale,46,16.0
1868,0.063,57.0,1386,Righteous Ale,Rye Beer,46,16.0
1869,0.064,62.0,1385,Bengali Tiger,American IPA,46,16.0
1870,0.099,85.0,1020,3Beans,Baltic Porter,46,12.0
1871,0.059000000000000004,47.0,778,Brownstone,American Brown Ale,46,16.0
1872,0.052000000000000005,11.0,630,Apollo,American Pale Wheat Ale,46,16.0
1873,0.049,35.0,629,Harbinger,Saison / Farmhouse Ale,46,16.0
1874,0.091,103.0,628,Resin,American Double / Imperial IPA,46,12.0
1875,0.063,69.0,525,Diesel,American Stout,46,16.0
1876,0.06,48.0,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16.0
1877,0.054000000000000006,42.0,425,The Crisp (2011),German Pilsener,46,16.0
1878,0.052000000000000005,34.0,424,Sweet Action (2011),Cream Ale,46,16.0
1879,0.063,57.0,423,Righteous Ale (2011),Rye Beer,46,16.0
1880,0.064,62.0,422,Bengali Tiger (2011),American IPA,46,16.0
1881,0.045,,1942,Rudie Session IPA,American IPA,264,12.0
1882,0.07400000000000001,,1708,Taster's Choice,Doppelbock,264,12.0
1883,0.068,65.0,1521,Modus Hoperandi,American IPA,264,12.0
1884,0.057999999999999996,15.0,1297,Estival Cream Stout,American Stout,264,12.0
1885,0.057999999999999996,,1192,Vernal Minthe Stout,American Stout,264,12.0
1886,0.08,,1013,Hibernal Vinifera Stout,Foreign / Export Stout,264,12.0
1887,,,774,Autumnal Molé Stout,American Stout,264,12.0
1888,0.042,18.0,386,Mexican Logger,American Pale Lager,264,12.0
1889,0.053,,70,True Blonde Ale,American Blonde Ale,264,12.0
1890,0.061,,69,Euphoria Pale Ale,American Pale Ale (APA),264,12.0
1891,0.057,58.0,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12.0
1892,0.068,65.0,67,Modus Hoperandi,American IPA,264,12.0
1893,0.057999999999999996,39.0,1792,Iron Butt Red Ale,American Amber / Red Ale,313,12.0
1894,0.071,92.0,1609,Initial Point India Pale Ale,American IPA,313,12.0
1895,0.085,,2537,Monkey Dancing On A Razor Blade,Belgian IPA,64,24.0
1896,0.08199999999999999,,2536,Tripel Deke,Tripel,64,24.0
1897,0.049,,30,Urban Wilderness Pale Ale,English Pale Ale,557,12.0
1898,0.06,70.0,2305,Homefront IPA,American IPA,163,12.0
1899,0.055,16.0,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12.0
1900,0.055999999999999994,25.0,1363,Grisette,Grisette,371,12.0
1901,0.062,,1211,360° India Pale Ale,American IPA,371,12.0
1902,0.049,18.0,1123,Helles Golden Lager,Munich Helles Lager,371,12.0
1903,0.055,16.0,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12.0
1904,0.084,90.0,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12.0
1905,0.057999999999999996,25.0,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12.0
1906,0.07,113.0,24,113 IPA,American IPA,371,12.0
1907,0.053,21.0,23,Dunkel Lager,Munich Dunkel Lager,371,12.0
1908,0.055999999999999994,11.0,22,Royal Weisse Ale,Hefeweizen,371,12.0
1909,0.049,44.0,21,Pikeland Pils,German Pilsener,371,12.0
1910,0.051,40.0,20,Phoenix Pale Ale,American Pale Ale (APA),371,12.0
1911,0.07,88.0,2407,Rule G IPA,American IPA,115,12.0
1912,0.057999999999999996,35.0,2406,Murphy's Law,American Amber / Red Ale,115,12.0
1913,0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,115,12.0
1914,0.05,,2234,Monarch Pilsner,American Pilsner,191,12.0
1915,0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),191,12.0
1916,0.054000000000000006,36.0,617,Zonker Stout,Foreign / Export Stout,191,12.0
1917,0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,191,12.0
1918,0.05,18.0,406,Snake River Lager,Vienna Lager,191,12.0
1919,0.052000000000000005,32.0,402,Snake River Pale Ale,American Pale Ale (APA),191,12.0
1920,0.068,60.0,393,Pako’s EyePA,American IPA,191,12.0
1921,0.05,,1798,Thanksgiving Ale,Kölsch,309,12.0
1922,0.092,,1655,Double Dagger Imperial IPA,American Double / Imperial IPA,309,12.0
1923,0.063,100.0,1596,Dagger Falls IPA,American IPA,309,12.0
1924,0.063,100.0,1595,Dagger Falls IPA,American IPA,309,12.0
1925,0.06,,1482,Socktoberfest,Märzen / Oktoberfest,309,16.0
1926,0.079,,1447,Hopnoxious Imperial IPA,American Double / Imperial IPA,309,12.0
1927,0.099,,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,309,12.0
1928,0.055,,1424,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,309,16.0
1929,0.05,,1298,Sockeye Belgian Style Summer Ale,Witbier,309,16.0
1930,0.064,,1181,Sockeye Maibock,Maibock / Helles Bock,309,12.0
1931,0.099,100.0,1160,Old Devil's Tooth,American Barleywine,309,12.0
1932,0.043,,1152,Galena Golden,American Blonde Ale,309,12.0
1933,0.052000000000000005,32.0,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0
1934,0.046,12.0,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0
1935,0.057,,1076,Power House Porter,American Porter,309,12.0
1936,0.084,90.0,995,Winterfest,American Strong Ale,309,16.0
1937,0.063,100.0,879,Dagger Falls IPA,American IPA,309,12.0
1938,0.07,18.0,1972,LuckenBock,Bock,257,16.0
1939,0.055,40.0,1971,Texas Pale Ale (TPA),American IPA,257,16.0
1940,0.08,,1970,6 String Saison,Saison / Farmhouse Ale,257,16.0
1941,0.05,22.0,1969,Kol' Beer,Kölsch,257,16.0
1942,0.035,,2024,Montauk Light,Light Lager,249,12.0
1943,0.048,32.0,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0
1944,0.055,65.0,1282,Nice Rack IPA,American IPA,436,16.0
1945,0.075,72.0,2362,2014 IPA Cicada Series,American IPA,133,16.0
1946,0.077,65.0,2346,Sinister Minister Black IPA,American IPA,133,16.0
1947,0.053,45.0,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0
1948,0.057999999999999996,60.0,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0
1949,0.05,20.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0
1950,0.08,80.0,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0
1951,0.057999999999999996,40.0,1120,Hipster Breakfast,Oatmeal Stout,133,16.0
1952,0.05,20.0,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0
1953,0.057999999999999996,60.0,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0
1954,0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0
1955,0.055,,2267,Walloon,Saison / Farmhouse Ale,118,12.0
1956,0.069,23.0,1740,Le Mort Vivant,Bière de Garde,118,12.0
1957,0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0
1958,0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0
1959,0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0
1960,0.07200000000000001,40.0,1010,Old Potentate,Old Ale,118,12.0
1961,0.05,20.0,856,Bombshell Blonde,American Blonde Ale,118,16.0
1962,0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0
1963,0.055,,691,Walloon (2014),Saison / Farmhouse Ale,118,12.0
1964,0.069,23.0,555,Le Mort Vivant (2011),Bière de Garde,118,12.0
1965,0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0
1966,0.065,45.0,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0
1967,0.05,20.0,44,Bombshell Blonde,American Blonde Ale,118,12.0
1968,0.047,35.0,2486,Baby Daddy Session IPA,American IPA,78,12.0
1969,,,763,Hopluia (2004),English India Pale Ale (IPA),508,16.0
1970,0.057999999999999996,,2271,Ball & Chain (2014),American Pale Ale (APA),175,16.0
1971,0.096,,2206,Bitter Biker Double IPA,American Double / Imperial IPA,175,16.0
1972,0.08199999999999999,,2136,God Damn Pigeon Porter,American Porter,175,16.0
1973,0.079,,2135,Working for the Weekend,American Double / Imperial IPA,175,16.0
1974,0.06,,2134,Angry Adam,American Amber / Red Ale,175,16.0
1975,0.055,,2109,Freedom Fries,American Stout,175,16.0
1976,0.096,,1821,Bitter Biker Double IPA,American Double / Imperial IPA,175,12.0
1977,0.073,,1820,Ghost Bike Pale Ale,American Pale Ale (APA),175,16.0
1978,0.062,,1819,Spiteful IPA,American IPA,175,12.0
1979,0.06,,1634,Alley Time,American Pale Ale (APA),175,12.0
1980,0.057999999999999996,,1633,Fat Badger,Irish Red Ale,175,12.0
1981,0.055,,1632,In the Weeds,American Pale Wheat Ale,175,12.0
1982,0.05,22.0,855,Special Amber,Vienna Lager,498,12.0
1983,0.05,22.0,445,Special Amber,Vienna Lager,498,12.0
1984,0.055999999999999994,,1587,Seven Gates Pale Ale,American Pale Ale (APA),372,12.0
1985,0.052000000000000005,,2242,Gunga Din,Cider,186,16.0
1986,0.042,20.0,1544,Starr Pils,German Pilsener,383,12.0
1987,0.065,52.0,1205,Northern Lights India Pale Ale,American IPA,383,16.0
1988,0.048,12.0,369,Festie,Märzen / Oktoberfest,383,12.0
1989,0.065,52.0,368,Northern Lights India Pale Ale,American IPA,383,12.0
1990,0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0
1991,0.049,17.0,92,Colorado Kölsch,Kölsch,119,12.0
1992,0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,119,12.0
1993,0.065,65.0,90,Third Eye Pale Ale,American IPA,119,12.0
1994,0.047,9.0,2366,Point Special (Current),American Adjunct Lager,131,12.0
1995,0.047,9.0,2365,Point Special,American Adjunct Lager,131,12.0
1996,0.054000000000000006,33.0,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0
1997,0.047,9.0,2228,Point Special,American Adjunct Lager,131,12.0
1998,0.052000000000000005,9.0,2151,Onyx Black Ale,American Black Ale,131,12.0
1999,0.063,64.0,2150,Beyond The Pale IPA,American IPA,131,12.0
2000,0.047,9.0,2122,Point Special (2013),American Adjunct Lager,131,12.0
2001,0.047,9.0,2121,Point Special (2012),American Adjunct Lager,131,12.0
2002,0.047,9.0,2115,Point Special Lager,American Adjunct Lager,131,16.0
2003,0.062,,1450,St. Benedict's Winter Ale,Winter Warmer,131,12.0
2004,0.057,15.0,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0
2005,0.052000000000000005,7.0,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0
2006,0.05,7.0,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0
2007,0.05,7.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0
2008,0.035,,684,Drop Dead Blonde,American Blonde Ale,131,12.0
2009,0.049,13.0,650,Three Kings Ale,Kölsch,131,12.0
2010,0.057,15.0,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0
2011,0.054000000000000006,32.0,357,2012 Black Ale,American Brown Ale,131,12.0
2012,0.05,7.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0
2013,0.054000000000000006,33.0,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0
2014,0.047,14.0,139,Point Amber Classic,American Amber / Red Lager,131,12.0
2015,0.047,9.0,138,Point Special Lager,American Adjunct Lager,131,12.0
2016,0.051,31.0,953,Wisco Disco,American Amber / Red Ale,486,16.0
2017,0.05,,1983,Brontide,American Black Ale,255,12.0
2018,0.05,,1631,Brontide,American Black Ale,255,12.0
2019,0.045,,1344,Classique,Saison / Farmhouse Ale,255,12.0
2020,0.045,,922,Sunsplash Golden Ale (2004),American Blonde Ale,492,12.0
2021,0.051,25.0,1410,Sand Island Lighthouse,Kölsch,412,12.0
2022,0.05,30.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0
2023,0.07200000000000001,70.0,637,Monkeynaut IPA,American IPA,412,12.0
2024,0.05,,2369,Straub Beer (Current),American Adjunct Lager,129,12.0
2025,0.040999999999999995,8.0,2233,American Lager,American Adjunct Lager,129,12.0
2026,0.040999999999999995,8.0,2232,American Amber,American Amber / Red Lager,129,12.0
2027,0.032,13.0,2231,American Light,Light Lager,129,12.0
2028,0.053,49.0,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0
2029,0.053,40.0,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0
2030,0.047,55.0,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0
2031,0.083,100.0,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0
2032,0.052000000000000005,29.0,2605,Tip Off,Altbier,25,16.0
2033,0.054000000000000006,,2215,Java Mac,Scottish Ale,25,16.0
2034,0.054000000000000006,23.0,2164,Cowbell,American Porter,25,16.0
2035,0.057999999999999996,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0
2036,0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0
2037,0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0
2038,0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0
2039,0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0
2040,0.064,75.0,2001,Fistful Of Hops Red,American IPA,25,16.0
2041,0.063,75.0,2000,Fistful of Hops Orange,American IPA,25,16.0
2042,0.064,75.0,1999,Fistful Of Hops Blue,American IPA,25,16.0
2043,0.064,75.0,1996,Fistful of Hops Green,American IPA,25,16.0
2044,,,1948,30 Min Coma,Belgian IPA,25,16.0
2045,0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0
2046,0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0
2047,0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0
2048,0.055999999999999994,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0
2049,0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0
2050,0.063,23.0,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16.0
2051,,,1347,Bourbon Barrel Cowbell,American Porter,25,16.0
2052,0.054000000000000006,,1314,Popcorn Pilsner,German Pilsener,25,16.0
2053,0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,25,16.0
2054,0.054000000000000006,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0
2055,0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,25,16.0
2056,0.07,,934,The Deuce,American Brown Ale,25,16.0
2057,0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),25,16.0
2058,0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0
2059,0.052000000000000005,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0
2060,0.052000000000000005,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0
2061,0.08,,660,Chaka,Belgian Strong Pale Ale,25,16.0
2062,0.091,91.0,651,Isis,American Double / Imperial IPA,25,16.0
2063,0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0
2064,0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0
2065,0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0
2066,0.099,60.0,394,Johan the Barleywine,English Barleywine,25,16.0
2067,0.054000000000000006,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0
2068,0.053,20.0,55,Sunlight Cream Ale,Cream Ale,25,16.0
2069,0.055999999999999994,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0
2070,0.045,,1207,Dam Lager,American Amber / Red Lager,455,12.0
2071,0.07,,1206,Red Clay IPA,American IPA,455,12.0
2072,0.07200000000000001,,2543,Todd the Axe Man,American IPA,61,16.0
2073,0.057,,2409,Doomtree,Extra Special / Strong Bitter (ESB),61,16.0
2074,0.099,85.0,1739,BLAKKR,American Black Ale,61,16.0
2075,0.073,69.0,1112,Overrated! West Coast Style IPA,American IPA,61,16.0
2076,0.075,90.0,329,WET,American IPA,61,16.0
2077,0.04,37.0,19,Bitter Brewer,English Bitter,61,16.0
2078,0.055,34.0,18,SurlyFest,Rye Beer,61,16.0
2079,0.051,45.0,17,Coffee Bender,American Brown Ale,61,16.0
2080,0.051,45.0,16,Bender,American Brown Ale,61,16.0
2081,0.09699999999999999,120.0,15,Abrasive Ale,American Double / Imperial IPA,61,16.0
2082,0.051,20.0,14,Hell,Keller Bier / Zwickel Bier,61,16.0
2083,0.067,33.0,13,CynicAle,Saison / Farmhouse Ale,61,16.0
2084,0.062,99.0,12,Furious,American IPA,61,16.0
2085,0.073,50.0,1242,Big Nose,American IPA,447,12.0
2086,0.05,10.0,1241,Cotton Mouth,Witbier,447,12.0
2087,0.055999999999999994,35.0,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0
2088,0.05,38.0,1239,Midnight Oil,Oatmeal Stout,447,12.0
2089,0.059000000000000004,18.0,1238,Wild Night,Cream Ale,447,12.0
2090,0.045,,1554,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,381,12.0
2091,0.055,35.0,2568,Take Two Pils,German Pilsener,49,12.0
2092,0.057,,2551,Waterkeeper,Hefeweizen,49,12.0
2093,0.064,,1710,SweetWater IPA,American IPA,49,12.0
2094,0.054000000000000006,,1709,420 Extra Pale Ale,American Pale Ale (APA),49,12.0
2095,0.08,95.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0
2096,0.05,,1164,TailGate Saison,Saison / Farmhouse Ale,449,12.0
2097,0.05,44.0,663,TailGate IPA,American IPA,449,24.0
2098,0.05,44.0,662,TailGate IPA,American IPA,449,12.0
2099,0.049,28.0,623,TailGate Hefeweizen,Hefeweizen,449,24.0
2100,0.05,19.0,622,Blacktop Blonde,American Blonde Ale,449,24.0
2101,0.05,19.0,362,Blacktop Blonde,American Blonde Ale,449,12.0
2102,0.049,28.0,361,TailGate Hefeweizen,Hefeweizen,449,12.0
2103,0.085,34.0,2575,Wooden Rooster,Tripel,45,16.9
2104,0.048,20.0,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16.0
2105,0.062,35.0,1736,Zombie Monkie,American Porter,45,16.0
2106,0.055999999999999994,20.0,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16.0
2107,0.05,20.0,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16.0
2108,0.068,110.0,1017,Ethos IPA,American IPA,45,16.0
2109,0.044000000000000004,12.0,1009,Tallgrass Pub Ale,American Brown Ale,45,16.0
2110,0.07200000000000001,93.0,912,Oasis,Extra Special / Strong Bitter (ESB),45,16.0
2111,0.05,20.0,765,Buffalo Sweat,Milk / Sweet Stout,45,16.0
2112,0.05,20.0,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16.0
2113,0.052000000000000005,,595,8-Bit Pale Ale,American Pale Ale (APA),45,16.0
2114,0.085,,537,Velvet Rooster,Tripel,45,16.0
2115,0.05,20.0,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12.0
2116,0.05,16.0,105,Köld Lager (2010),German Pilsener,45,16.0
2117,0.07200000000000001,93.0,104,Oasis (2010),American Double / Imperial IPA,45,16.0
2118,0.044000000000000004,22.0,103,Tallgrass Ale,American Brown Ale,45,16.0
2119,0.05,20.0,102,Buffalo Sweat (2010),Milk / Sweet Stout,45,16.0
2120,0.063,60.0,101,Tallgrass IPA,American IPA,45,16.0
2121,0.068,,1433,Hat Trick Hop IPA,American IPA,409,16.0
2122,0.055999999999999994,,1432,Yard Sale Amber Ale,American Amber / Red Ale,409,16.0
2123,0.055,,936,Loafin Bräu,Altbier,490,16.0
2124,0.07,80.0,544,Old Elephant Foot IPA,American IPA,490,16.0
2125,0.065,35.0,2640,Peck's Porter,American Porter,7,16.0
2126,0.07,,2448,Reactor,American IPA,7,16.0
2127,0.057,,2447,Mr. Orange,Witbier,7,16.0
2128,0.08,22.0,2601,Deduction,Dubbel,28,12.0
2129,0.057,,973,Face Down Brown Ale,American Brown Ale,480,12.0
2130,0.064,,827,Tempter IPA,American IPA,480,12.0
2131,0.055,,589,Bridal Veil Rye Pale Ale,American Pale Ale (APA),480,12.0
2132,0.048,,2155,Smittytown,Extra Special / Strong Bitter (ESB),210,12.0
2133,0.04,,1982,Greenwood Beach,Fruit / Vegetable Beer,210,12.0
2134,0.066,,1939,Gatecrasher,English India Pale Ale (IPA),210,12.0
2135,0.047,42.0,1082,RecreationAle,American Pale Ale (APA),469,12.0
2136,0.055,35.0,2119,First Stand,Saison / Farmhouse Ale,215,12.0
2137,0.063,23.0,2118,Battle LIne,American Brown Ale,215,12.0
2138,0.055999999999999994,12.0,2117,Broken Bridge,Dunkelweizen,215,12.0
2139,0.071,69.0,2116,Brutus,English India Pale Ale (IPA),215,12.0
2140,0.06,,1916,Petit Mutant,American Wild Ale,272,16.0
2141,0.096,,1915,The Crusher,American Double / Imperial IPA,272,16.0
2142,0.08,,1914,Beelzebub,American Double / Imperial Stout,272,16.0
2143,0.07,,1810,Focal Banger,American IPA,272,16.0
2144,0.08,120.0,1111,Heady Topper,American Double / Imperial IPA,272,16.0
2145,0.08,120.0,379,Heady Topper,American Double / Imperial IPA,272,16.0
2146,0.046,20.0,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12.0
2147,0.07,75.0,1199,Indian Paintbrush IPA,American IPA,457,12.0
2148,0.048,16.0,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12.0
2149,0.059000000000000004,15.0,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12.0
2150,0.05,,1945,Birdhouse Pale Ale,Belgian Pale Ale,262,12.0
2151,0.073,,1079,Ozzy,Belgian Pale Ale,262,12.0
2152,0.07,,94,Resurrection,Dubbel,262,12.0
2153,0.052000000000000005,16.0,1748,Bronx Summer Pale Ale,American Pale Ale (APA),329,16.0
2154,0.057,46.0,1747,Bronx Black Pale Ale,American Black Ale,329,16.0
2155,0.063,50.0,1037,Bronx Pale Ale,American Pale Ale (APA),329,16.0
2156,0.052000000000000005,35.0,2594,Surfrider,American Pale Ale (APA),33,16.0
2157,0.055,,2035,Kolschtal Eddy,Kölsch,33,16.0
2158,0.05,,2034,South Bay Session IPA,American IPA,33,16.0
2159,0.069,34.0,1562,Grandma's Pecan,English Brown Ale,33,16.0
2160,0.099,101.0,1561,Double Trunk,American Double / Imperial IPA,33,16.0
2161,0.046,45.0,1749,Just IPA,American IPA,328,12.0
2162,0.045,,2455,Lionshead,American Pilsner,90,12.0
2163,,,963,Manhattan Gold Lager (1990),American Amber / Red Lager,484,12.0
2164,0.052000000000000005,,2638,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),9,16.0
2165,0.057999999999999996,,1278,Northern Hawk Owl Amber,American Amber / Red Ale,438,12.0
2166,0.059000000000000004,,1277,CEO Stout,American Stout,438,16.0
2167,0.047,,1276,Will Power Pale Ale,American Pale Ale (APA),438,16.0
2168,0.044000000000000004,,1732,Curious Traveler Shandy,Shandy,334,12.0
2169,0.048,18.0,2347,Hunny Do Wheat,American Pale Wheat Ale,142,12.0
2170,0.052000000000000005,,1781,Three Way Pale Ale,American Pale Ale (APA),142,12.0
2171,0.040999999999999995,,1780,Rise to the Top,Cream Ale,142,12.0
2172,0.049,,1779,Lost Trout Brown Ale,American Brown Ale,142,12.0
2173,0.051,11.0,2421,Watermelon Ale,Fruit / Vegetable Beer,108,12.0
2174,0.04,18.0,2319,Knotty Blonde Ale,American Blonde Ale,153,12.0
2175,0.062,40.0,2317,Fivepine Chocolate Porter,American Porter,153,12.0
2176,0.062,82.0,2316,Hoodoo Voodoo IPA,American IPA,153,12.0
2177,0.053,22.0,1913,Hydraulion Red,Irish Red Ale,273,12.0
2178,0.06,50.0,1912,40 Mile IPA,American IPA,273,12.0
2179,0.055,64.0,2617,Citra Faced,American Pale Wheat Ale,21,16.0
2180,0.055,31.0,2616,Pole Barn Stout,Oatmeal Stout,21,16.0
2181,0.054000000000000006,37.0,2615,Pale,American Pale Ale (APA),21,16.0
2182,0.053,27.0,2614,Yoshi's Nectar,California Common / Steam Beer,21,16.0
2183,0.052000000000000005,,1889,Leatherhead Red,American Amber / Red Ale,282,12.0
2184,0.065,,1222,Cropduster Mid-American IPA,American IPA,282,12.0
2185,0.075,,122,Golden Frau Honey Wheat,Braggot,282,12.0
2186,,,121,Cornstalker Dark Wheat,American Dark Wheat Ale,282,12.0
2187,0.057999999999999996,20.0,2623,Cafe Leche,American Porter,17,16.0
2188,0.052000000000000005,12.0,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,17,16.0
2189,0.12,90.0,2621,Csar,Russian Imperial Stout,17,16.0
2190,0.055,,1817,Klingon Warnog Roggen Dunkel,Roggenbier,17,16.0
2191,0.085,115.0,1449,Overlord Imperial IPA,American Double / Imperial IPA,17,16.0
2192,0.057999999999999996,36.0,951,Alloy,American IPA,17,16.0
